-----Epoch 0 开始训练-----

Total step : 100      Batch loss: 8.7398      Epoch average loss: 9.1253
Total step : 163500      Batch loss: 1.5161      Epoch average loss: 1.9693
Total step : 163600      Batch loss: 2.2877      Epoch average loss: 1.9692
Total step : 163700      Batch loss: 3.2934      Epoch average loss: 1.9693
Total step : 163800      Batch loss: 2.3505      Epoch average loss: 1.9693
Total step : 163900      Batch loss: 1.6810      Epoch average loss: 1.9691
Total step : 164000      Batch loss: 3.0697      Epoch average loss: 1.9691
Total step : 164100      Batch loss: 1.6854      Epoch average loss: 1.9693
Total step : 164200      Batch loss: 3.1743      Epoch average loss: 1.9693
Total step : 164300      Batch loss: 1.5562      Epoch average loss: 1.9697
Total step : 164400      Batch loss: 1.6513      Epoch average loss: 1.9702
Total step : 164500      Batch loss: 1.6133      Epoch average loss: 1.9699
Total step : 164600      Batch loss: 2.2038      Epoch average loss: 1.9700
Total step : 164700      Batch loss: 1.6077      Epoch average loss: 1.9699
Total step : 164800      Batch loss: 1.9174      Epoch average loss: 1.9695
Total step : 164900      Batch loss: 3.5717      Epoch average loss: 1.9696
Total step : 165000      Batch loss: 2.2879      Epoch average loss: 1.9693
Total step : 165100      Batch loss: 3.2253      Epoch average loss: 1.9690
Total step : 165200      Batch loss: 1.7395      Epoch average loss: 1.9689
Total step : 165300      Batch loss: 1.8354      Epoch average loss: 1.9688
Total step : 165400      Batch loss: 2.1339      Epoch average loss: 1.9689
Total step : 165500      Batch loss: 1.7830      Epoch average loss: 1.9684
Total step : 165600      Batch loss: 1.1386      Epoch average loss: 1.9683
Total step : 165700      Batch loss: 2.4068      Epoch average loss: 1.9678
Total step : 165800      Batch loss: 1.9191      Epoch average loss: 1.9679
Total step : 165900      Batch loss: 1.7828      Epoch average loss: 1.9679
Total step : 166000      Batch loss: 1.5444      Epoch average loss: 1.9681
Total step : 166100      Batch loss: 1.5938      Epoch average loss: 1.9680
Total step : 166200      Batch loss: 1.6380      Epoch average loss: 1.9678
Total step : 166300      Batch loss: 2.8511      Epoch average loss: 1.9681
Total step : 166400      Batch loss: 1.5943      Epoch average loss: 1.9680
Total step : 166500      Batch loss: 1.7076      Epoch average loss: 1.9683
Total step : 166600      Batch loss: 1.9184      Epoch average loss: 1.9681
Total step : 166700      Batch loss: 1.6288      Epoch average loss: 1.9688
Total step : 166800      Batch loss: 2.9026      Epoch average loss: 1.9686
Total step : 166900      Batch loss: 1.7976      Epoch average loss: 1.9684
Total step : 167000      Batch loss: 1.2916      Epoch average loss: 1.9685
Total step : 167100      Batch loss: 3.0859      Epoch average loss: 1.9685
Total step : 167200      Batch loss: 1.7503      Epoch average loss: 1.9686
Total step : 167300      Batch loss: 1.6996      Epoch average loss: 1.9683
Total step : 167400      Batch loss: 1.5135      Epoch average loss: 1.9684
Total step : 167500      Batch loss: 1.6649      Epoch average loss: 1.9689
Total step : 167600      Batch loss: 1.6674      Epoch average loss: 1.9690
Total step : 167700      Batch loss: 1.8356      Epoch average loss: 1.9694
Total step : 167800      Batch loss: 1.8812      Epoch average loss: 1.9688
Total step : 167900      Batch loss: 1.4690      Epoch average loss: 1.9690
Total step : 168000      Batch loss: 2.1505      Epoch average loss: 1.9689
Total step : 168100      Batch loss: 1.6588      Epoch average loss: 1.9687
Total step : 168200      Batch loss: 1.8350      Epoch average loss: 1.9687
Total step : 168300      Batch loss: 2.1417      Epoch average loss: 1.9688
Total step : 168400      Batch loss: 1.7831      Epoch average loss: 1.9686
Total step : 168500      Batch loss: 2.7738      Epoch average loss: 1.9687
Total step : 168600      Batch loss: 1.6440      Epoch average loss: 1.9688
Total step : 168700      Batch loss: 1.5803      Epoch average loss: 1.9688
Total step : 168800      Batch loss: 2.3818      Epoch average loss: 1.9686
Total step : 168900      Batch loss: 1.6187      Epoch average loss: 1.9688
Total step : 169000      Batch loss: 2.1438      Epoch average loss: 1.9690
Total step : 169100      Batch loss: 2.1378      Epoch average loss: 1.9689
Total step : 169200      Batch loss: 2.0364      Epoch average loss: 1.9688
Total step : 169300      Batch loss: 1.8786      Epoch average loss: 1.9687
Total step : 169400      Batch loss: 1.9243      Epoch average loss: 1.9687
Total step : 169500      Batch loss: 2.0147      Epoch average loss: 1.9688
Total step : 169600      Batch loss: 1.8983      Epoch average loss: 1.9688
Total step : 169700      Batch loss: 2.8244      Epoch average loss: 1.9687
Total step : 169800      Batch loss: 1.6179      Epoch average loss: 1.9686
Total step : 169900      Batch loss: 1.1438      Epoch average loss: 1.9686
Total step : 170000      Batch loss: 1.7349      Epoch average loss: 1.9690
Total step : 170100      Batch loss: 1.8171      Epoch average loss: 1.9694
Total step : 170200      Batch loss: 1.9267      Epoch average loss: 1.9694
Total step : 170300      Batch loss: 1.5589      Epoch average loss: 1.9693
Total step : 170400      Batch loss: 2.9502      Epoch average loss: 1.9692
Total step : 170500      Batch loss: 1.5933      Epoch average loss: 1.9690
Total step : 170600      Batch loss: 2.7911      Epoch average loss: 1.9694
Total step : 170700      Batch loss: 1.5423      Epoch average loss: 1.9696
Total step : 170800      Batch loss: 1.4678      Epoch average loss: 1.9695
Total step : 170900      Batch loss: 1.5208      Epoch average loss: 1.9694
Total step : 171000      Batch loss: 2.0486      Epoch average loss: 1.9694
Total step : 171100      Batch loss: 1.5447      Epoch average loss: 1.9692
Total step : 171200      Batch loss: 2.5250      Epoch average loss: 1.9693
Total step : 171300      Batch loss: 1.8796      Epoch average loss: 1.9694
Total step : 171400      Batch loss: 1.6078      Epoch average loss: 1.9692
Total step : 171500      Batch loss: 1.6683      Epoch average loss: 1.9692
Total step : 171600      Batch loss: 1.5621      Epoch average loss: 1.9689
Total step : 171700      Batch loss: 3.2605      Epoch average loss: 1.9692
Total step : 171800      Batch loss: 1.8155      Epoch average loss: 1.9693
Total step : 171900      Batch loss: 1.8389      Epoch average loss: 1.9693
Total step : 172000      Batch loss: 1.4171      Epoch average loss: 1.9695
Total step : 172100      Batch loss: 1.5877      Epoch average loss: 1.9693
Total step : 172200      Batch loss: 2.6192      Epoch average loss: 1.9692
Total step : 172300      Batch loss: 1.4383      Epoch average loss: 1.9692
Total step : 172400      Batch loss: 2.1263      Epoch average loss: 1.9691
Total step : 172500      Batch loss: 2.0457      Epoch average loss: 1.9694
Total step : 172600      Batch loss: 1.7554      Epoch average loss: 1.9696
Total step : 172700      Batch loss: 3.3902      Epoch average loss: 1.9697
Total step : 172800      Batch loss: 2.6657      Epoch average loss: 1.9698
Total step : 172900      Batch loss: 2.5484      Epoch average loss: 1.9695
Total step : 173000      Batch loss: 1.5672      Epoch average loss: 1.9695
Total step : 173100      Batch loss: 1.3756      Epoch average loss: 1.9698
Total step : 173200      Batch loss: 1.9657      Epoch average loss: 1.9698
Total step : 173300      Batch loss: 1.5396      Epoch average loss: 1.9696
Total step : 173400      Batch loss: 2.1966      Epoch average loss: 1.9698
Total step : 173500      Batch loss: 1.6653      Epoch average loss: 1.9697
Total step : 173600      Batch loss: 1.6664      Epoch average loss: 1.9695
Total step : 173700      Batch loss: 1.6868      Epoch average loss: 1.9694
Total step : 173800      Batch loss: 1.6049      Epoch average loss: 1.9697
Total step : 173900      Batch loss: 1.6986      Epoch average loss: 1.9695
Total step : 174000      Batch loss: 2.2565      Epoch average loss: 1.9695
Total step : 174100      Batch loss: 1.6095      Epoch average loss: 1.9694
Total step : 174200      Batch loss: 1.7697      Epoch average loss: 1.9693
Total step : 174300      Batch loss: 2.7609      Epoch average loss: 1.9692
Total step : 174400      Batch loss: 1.7222      Epoch average loss: 1.9693
Total step : 174500      Batch loss: 1.8249      Epoch average loss: 1.9695
Total step : 174600      Batch loss: 1.7402      Epoch average loss: 1.9696
Total step : 174700      Batch loss: 1.6295      Epoch average loss: 1.9696
Total step : 174800      Batch loss: 1.8766      Epoch average loss: 1.9697
Total step : 174900      Batch loss: 3.0342      Epoch average loss: 1.9699
Total step : 175000      Batch loss: 2.9283      Epoch average loss: 1.9699
Total step : 175100      Batch loss: 1.8809      Epoch average loss: 1.9699
Total step : 175200      Batch loss: 1.8879      Epoch average loss: 1.9701
Total step : 175300      Batch loss: 2.0972      Epoch average loss: 1.9699
Total step : 175400      Batch loss: 1.7606      Epoch average loss: 1.9697
Total step : 175500      Batch loss: 1.7651      Epoch average loss: 1.9697
Total step : 175600      Batch loss: 2.7622      Epoch average loss: 1.9695
Total step : 175700      Batch loss: 1.9324      Epoch average loss: 1.9694
Total step : 175800      Batch loss: 1.6724      Epoch average loss: 1.9695
Total step : 175900      Batch loss: 1.9111      Epoch average loss: 1.9694
Total step : 176000      Batch loss: 3.6245      Epoch average loss: 1.9696
Total step : 176100      Batch loss: 1.7408      Epoch average loss: 1.9696
Total step : 176200      Batch loss: 1.7585      Epoch average loss: 1.9698
Total step : 176300      Batch loss: 1.5120      Epoch average loss: 1.9697
Total step : 176400      Batch loss: 2.6018      Epoch average loss: 1.9697
Total step : 176500      Batch loss: 1.9515      Epoch average loss: 1.9697
Total step : 176600      Batch loss: 1.8249      Epoch average loss: 1.9697
Total step : 176700      Batch loss: 1.8886      Epoch average loss: 1.9700
Total step : 176800      Batch loss: 2.0007      Epoch average loss: 1.9698
Total step : 176900      Batch loss: 2.3997      Epoch average loss: 1.9700
Total step : 177000      Batch loss: 1.7187      Epoch average loss: 1.9701
Total step : 177100      Batch loss: 1.5361      Epoch average loss: 1.9699
Total step : 177200      Batch loss: 1.6920      Epoch average loss: 1.9697
Total step : 177300      Batch loss: 2.9123      Epoch average loss: 1.9696
Total step : 177400      Batch loss: 2.4147      Epoch average loss: 1.9697
Total step : 177500      Batch loss: 2.0777      Epoch average loss: 1.9697
Total step : 177600      Batch loss: 1.7269      Epoch average loss: 1.9697
Total step : 177700      Batch loss: 1.9231      Epoch average loss: 1.9696
Total step : 177800      Batch loss: 1.9200      Epoch average loss: 1.9697
Total step : 177900      Batch loss: 1.7632      Epoch average loss: 1.9697
Total step : 178000      Batch loss: 1.6011      Epoch average loss: 1.9699
Total step : 178100      Batch loss: 1.7451      Epoch average loss: 1.9698
Total step : 178200      Batch loss: 1.8749      Epoch average loss: 1.9698
Total step : 178300      Batch loss: 1.5631      Epoch average loss: 1.9699
Total step : 178400      Batch loss: 1.7030      Epoch average loss: 1.9699
Total step : 178500      Batch loss: 3.3435      Epoch average loss: 1.9699
Total step : 178600      Batch loss: 2.3397      Epoch average loss: 1.9697
Total step : 178700      Batch loss: 1.6067      Epoch average loss: 1.9697
Total step : 178800      Batch loss: 1.5691      Epoch average loss: 1.9700
Total step : 178900      Batch loss: 1.7747      Epoch average loss: 1.9702
Total step : 179000      Batch loss: 1.8496      Epoch average loss: 1.9701
Total step : 179100      Batch loss: 3.4699      Epoch average loss: 1.9701
Total step : 179200      Batch loss: 2.3440      Epoch average loss: 1.9701
Total step : 179300      Batch loss: 2.5647      Epoch average loss: 1.9701
Total step : 179400      Batch loss: 2.6708      Epoch average loss: 1.9703
Total step : 179500      Batch loss: 1.6865      Epoch average loss: 1.9703
Total step : 179600      Batch loss: 1.6307      Epoch average loss: 1.9699
Total step : 179700      Batch loss: 3.4051      Epoch average loss: 1.9699
Total step : 179800      Batch loss: 1.7391      Epoch average loss: 1.9698
Total step : 179900      Batch loss: 1.6672      Epoch average loss: 1.9699
Total step : 180000      Batch loss: 1.5740      Epoch average loss: 1.9699
Total step : 180100      Batch loss: 3.2030      Epoch average loss: 1.9698
Total step : 180200      Batch loss: 2.0577      Epoch average loss: 1.9698
Total step : 180300      Batch loss: 1.9295      Epoch average loss: 1.9700
Total step : 180400      Batch loss: 1.7557      Epoch average loss: 1.9699
Total step : 180500      Batch loss: 1.6740      Epoch average loss: 1.9697
Total step : 180600      Batch loss: 1.5531      Epoch average loss: 1.9697
Total step : 180700      Batch loss: 2.7788      Epoch average loss: 1.9696
Total step : 180800      Batch loss: 1.7553      Epoch average loss: 1.9696
Total step : 180900      Batch loss: 2.2446      Epoch average loss: 1.9697
Total step : 181000      Batch loss: 2.0853      Epoch average loss: 1.9696
Total step : 181100      Batch loss: 1.8468      Epoch average loss: 1.9695
Total step : 181200      Batch loss: 1.5422      Epoch average loss: 1.9696
Total step : 181300      Batch loss: 1.3038      Epoch average loss: 1.9691
Total step : 181400      Batch loss: 1.9807      Epoch average loss: 1.9692
Total step : 181500      Batch loss: 1.6192      Epoch average loss: 1.9693
Total step : 181600      Batch loss: 1.7783      Epoch average loss: 1.9694
Total step : 181700      Batch loss: 1.9111      Epoch average loss: 1.9695
Total step : 181800      Batch loss: 3.8890      Epoch average loss: 1.9697
Total step : 181900      Batch loss: 3.4548      Epoch average loss: 1.9699
Total step : 182000      Batch loss: 1.6421      Epoch average loss: 1.9696
Total step : 182100      Batch loss: 1.6516      Epoch average loss: 1.9696
Total step : 182200      Batch loss: 1.5821      Epoch average loss: 1.9697
Total step : 182300      Batch loss: 1.7868      Epoch average loss: 1.9696
Total step : 182400      Batch loss: 1.6878      Epoch average loss: 1.9697
Total step : 182500      Batch loss: 2.2490      Epoch average loss: 1.9696
Total step : 182600      Batch loss: 1.7737      Epoch average loss: 1.9696
Total step : 182700      Batch loss: 1.8702      Epoch average loss: 1.9694
Total step : 182800      Batch loss: 3.1631      Epoch average loss: 1.9694
Total step : 182900      Batch loss: 1.5904      Epoch average loss: 1.9694
Total step : 183000      Batch loss: 1.7986      Epoch average loss: 1.9694
Total step : 183100      Batch loss: 1.9666      Epoch average loss: 1.9693
Total step : 183200      Batch loss: 1.9061      Epoch average loss: 1.9693
Total step : 183300      Batch loss: 3.2340      Epoch average loss: 1.9692
Total step : 183400      Batch loss: 2.8078      Epoch average loss: 1.9692
Total step : 183500      Batch loss: 1.4633      Epoch average loss: 1.9693
Total step : 183600      Batch loss: 2.3211      Epoch average loss: 1.9693
Total step : 183700      Batch loss: 3.8437      Epoch average loss: 1.9692
Total step : 183800      Batch loss: 1.6640      Epoch average loss: 1.9691
Total step : 183900      Batch loss: 1.8424      Epoch average loss: 1.9692
Total step : 184000      Batch loss: 1.5235      Epoch average loss: 1.9692
Total step : 184100      Batch loss: 2.2591      Epoch average loss: 1.9691
Total step : 184200      Batch loss: 2.6457      Epoch average loss: 1.9694
Total step : 184300      Batch loss: 2.8054      Epoch average loss: 1.9693
Total step : 184400      Batch loss: 2.5190      Epoch average loss: 1.9693
Total step : 184500      Batch loss: 1.6002      Epoch average loss: 1.9690
Total step : 184600      Batch loss: 1.6250      Epoch average loss: 1.9691
Total step : 184700      Batch loss: 3.4261      Epoch average loss: 1.9692
Total step : 184800      Batch loss: 1.7743      Epoch average loss: 1.9691
Total step : 184900      Batch loss: 2.0151      Epoch average loss: 1.9689
Total step : 185000      Batch loss: 1.4081      Epoch average loss: 1.9691
Total step : 185100      Batch loss: 1.5279      Epoch average loss: 1.9691
Total step : 185200      Batch loss: 2.7847      Epoch average loss: 1.9693
Total step : 185300      Batch loss: 2.2534      Epoch average loss: 1.9692
Total step : 185400      Batch loss: 3.0390      Epoch average loss: 1.9693
Total step : 185500      Batch loss: 1.5894      Epoch average loss: 1.9692
Total step : 185600      Batch loss: 1.8309      Epoch average loss: 1.9691
Total step : 185700      Batch loss: 1.8591      Epoch average loss: 1.9691
Total step : 185800      Batch loss: 3.0650      Epoch average loss: 1.9689
Total step : 185900      Batch loss: 1.9869      Epoch average loss: 1.9689
Total step : 186000      Batch loss: 1.6849      Epoch average loss: 1.9689
Total step : 186100      Batch loss: 1.6414      Epoch average loss: 1.9688
Total step : 186200      Batch loss: 0.8619      Epoch average loss: 1.9687
Total step : 186300      Batch loss: 1.8746      Epoch average loss: 1.9686
Total step : 186400      Batch loss: 1.4155      Epoch average loss: 1.9687
Total step : 186500      Batch loss: 2.4500      Epoch average loss: 1.9689
Total step : 186600      Batch loss: 1.6591      Epoch average loss: 1.9688
Total step : 186700      Batch loss: 3.2094      Epoch average loss: 1.9691
Total step : 186800      Batch loss: 1.8716      Epoch average loss: 1.9689
Total step : 186900      Batch loss: 1.5540      Epoch average loss: 1.9689
Total step : 187000      Batch loss: 3.0690      Epoch average loss: 1.9688
Total step : 187100      Batch loss: 1.6476      Epoch average loss: 1.9689
Total step : 187200      Batch loss: 1.8490      Epoch average loss: 1.9687
Total step : 187300      Batch loss: 1.6789      Epoch average loss: 1.9687
Total step : 187400      Batch loss: 1.6500      Epoch average loss: 1.9687
Total step : 187500      Batch loss: 1.4614      Epoch average loss: 1.9685
Total step : 187600      Batch loss: 1.9370      Epoch average loss: 1.9684
Total step : 187700      Batch loss: 1.9366      Epoch average loss: 1.9683
Total step : 187800      Batch loss: 2.5896      Epoch average loss: 1.9684
Total step : 187900      Batch loss: 1.7822      Epoch average loss: 1.9685
Total step : 188000      Batch loss: 1.6266      Epoch average loss: 1.9685
Total step : 188100      Batch loss: 2.1977      Epoch average loss: 1.9685
Total step : 188200      Batch loss: 1.9204      Epoch average loss: 1.9684
Total step : 188300      Batch loss: 1.7749      Epoch average loss: 1.9685
Total step : 188400      Batch loss: 3.4040      Epoch average loss: 1.9687
Total step : 188500      Batch loss: 2.5171      Epoch average loss: 1.9686
Total step : 188600      Batch loss: 2.0541      Epoch average loss: 1.9686
Total step : 188700      Batch loss: 1.7447      Epoch average loss: 1.9689
Total step : 188800      Batch loss: 2.6954      Epoch average loss: 1.9691
Total step : 188900      Batch loss: 1.7715      Epoch average loss: 1.9689
Total step : 189000      Batch loss: 2.0264      Epoch average loss: 1.9688
Total step : 189100      Batch loss: 1.8020      Epoch average loss: 1.9688
Total step : 189200      Batch loss: 1.4601      Epoch average loss: 1.9687
Total step : 189300      Batch loss: 1.6065      Epoch average loss: 1.9685
Total step : 189400      Batch loss: 2.5362      Epoch average loss: 1.9685
Total step : 189500      Batch loss: 2.7844      Epoch average loss: 1.9685
Total step : 189600      Batch loss: 2.2949      Epoch average loss: 1.9684
Total step : 189700      Batch loss: 1.8977      Epoch average loss: 1.9683
Total step : 189800      Batch loss: 2.9139      Epoch average loss: 1.9683
Total step : 189900      Batch loss: 3.6925      Epoch average loss: 1.9682
Total step : 190000      Batch loss: 1.8268      Epoch average loss: 1.9684
Total step : 190100      Batch loss: 1.5494      Epoch average loss: 1.9685
Total step : 190200      Batch loss: 1.8905      Epoch average loss: 1.9686
Total step : 190300      Batch loss: 1.9287      Epoch average loss: 1.9684
Total step : 190400      Batch loss: 1.7984      Epoch average loss: 1.9685
Total step : 190500      Batch loss: 1.7149      Epoch average loss: 1.9684
Total step : 190600      Batch loss: 2.3096      Epoch average loss: 1.9685
Total step : 190700      Batch loss: 1.5713      Epoch average loss: 1.9685
Total step : 190800      Batch loss: 3.4407      Epoch average loss: 1.9685
Total step : 190900      Batch loss: 1.8840      Epoch average loss: 1.9684
Total step : 191000      Batch loss: 2.4273      Epoch average loss: 1.9684
Total step : 191100      Batch loss: 1.6277      Epoch average loss: 1.9682
Total step : 191200      Batch loss: 1.3649      Epoch average loss: 1.9682
Total step : 191300      Batch loss: 3.3751      Epoch average loss: 1.9683
Total step : 191400      Batch loss: 2.7131      Epoch average loss: 1.9682
Total step : 191500      Batch loss: 1.6306      Epoch average loss: 1.9681
Total step : 191600      Batch loss: 2.3581      Epoch average loss: 1.9680
Total step : 191700      Batch loss: 2.1940      Epoch average loss: 1.9680
Total step : 191800      Batch loss: 1.5123      Epoch average loss: 1.9680
Total step : 191900      Batch loss: 1.7693      Epoch average loss: 1.9679
Total step : 192000      Batch loss: 2.1072      Epoch average loss: 1.9680
Total step : 192100      Batch loss: 2.3285      Epoch average loss: 1.9679
Total step : 192200      Batch loss: 2.8553      Epoch average loss: 1.9678
Total step : 192300      Batch loss: 1.7253      Epoch average loss: 1.9679
Total step : 192400      Batch loss: 1.6061      Epoch average loss: 1.9680
Total step : 192500      Batch loss: 2.4804      Epoch average loss: 1.9682
Total step : 192600      Batch loss: 3.2590      Epoch average loss: 1.9683
Total step : 192700      Batch loss: 1.7827      Epoch average loss: 1.9682
Total step : 192800      Batch loss: 1.2031      Epoch average loss: 1.9684
Total step : 192900      Batch loss: 2.1793      Epoch average loss: 1.9681
Total step : 193000      Batch loss: 1.4417      Epoch average loss: 1.9681
Total step : 193100      Batch loss: 1.6737      Epoch average loss: 1.9681
Total step : 193200      Batch loss: 1.7402      Epoch average loss: 1.9682
Total step : 193300      Batch loss: 1.7515      Epoch average loss: 1.9682
Total step : 193400      Batch loss: 1.7065      Epoch average loss: 1.9681
Total step : 193500      Batch loss: 3.1814      Epoch average loss: 1.9681
Total step : 193600      Batch loss: 1.6432      Epoch average loss: 1.9680
Total step : 193700      Batch loss: 1.6748      Epoch average loss: 1.9680
Total step : 193800      Batch loss: 1.6818      Epoch average loss: 1.9681
Total step : 193900      Batch loss: 2.4580      Epoch average loss: 1.9680
Total step : 194000      Batch loss: 3.6016      Epoch average loss: 1.9680
Total step : 194100      Batch loss: 2.0973      Epoch average loss: 1.9683

-----Epoch 3 开始测试-----

Epoch: 3    BLEU: 0.2686

-----Epoch 4 开始训练-----

Total step : 194200      Batch loss: 3.0298      Epoch average loss: 1.9578
Total step : 194300      Batch loss: 3.1909      Epoch average loss: 1.9580
Total step : 194400      Batch loss: 2.3064      Epoch average loss: 1.9326
Total step : 194500      Batch loss: 1.7462      Epoch average loss: 1.9584
Total step : 194600      Batch loss: 1.9813      Epoch average loss: 1.9457
Total step : 194700      Batch loss: 1.5674      Epoch average loss: 1.9439
Total step : 194800      Batch loss: 1.5739      Epoch average loss: 1.9352
Total step : 194900      Batch loss: 1.9120      Epoch average loss: 1.9412
Total step : 195000      Batch loss: 1.7750      Epoch average loss: 1.9333
Total step : 195100      Batch loss: 1.6276      Epoch average loss: 1.9341
Total step : 195200      Batch loss: 1.7091      Epoch average loss: 1.9242
Total step : 195300      Batch loss: 2.0004      Epoch average loss: 1.9282
Total step : 195400      Batch loss: 1.6803      Epoch average loss: 1.9287
Total step : 195500      Batch loss: 1.5865      Epoch average loss: 1.9319
Total step : 195600      Batch loss: 1.4799      Epoch average loss: 1.9313
Total step : 195700      Batch loss: 1.4616      Epoch average loss: 1.9364
Total step : 195800      Batch loss: 2.3108      Epoch average loss: 1.9382
Total step : 195900      Batch loss: 2.5713      Epoch average loss: 1.9386
Total step : 196000      Batch loss: 1.8634      Epoch average loss: 1.9372
Total step : 196100      Batch loss: 1.6097      Epoch average loss: 1.9400
Total step : 196200      Batch loss: 2.1116      Epoch average loss: 1.9409
Total step : 196300      Batch loss: 3.5679      Epoch average loss: 1.9374
Total step : 196400      Batch loss: 1.5192      Epoch average loss: 1.9376
Total step : 196500      Batch loss: 1.6405      Epoch average loss: 1.9380
Total step : 196600      Batch loss: 1.6506      Epoch average loss: 1.9393
Total step : 196700      Batch loss: 1.5407      Epoch average loss: 1.9363
Total step : 196800      Batch loss: 3.0976      Epoch average loss: 1.9380
Total step : 196900      Batch loss: 3.4249      Epoch average loss: 1.9388
Total step : 197000      Batch loss: 1.7326      Epoch average loss: 1.9400
Total step : 197100      Batch loss: 1.7183      Epoch average loss: 1.9373
Total step : 197200      Batch loss: 1.7107      Epoch average loss: 1.9366
Total step : 197300      Batch loss: 2.0371      Epoch average loss: 1.9375
Total step : 197400      Batch loss: 2.6644      Epoch average loss: 1.9383
Total step : 197500      Batch loss: 1.6424      Epoch average loss: 1.9369
Total step : 197600      Batch loss: 1.6129      Epoch average loss: 1.9371
Total step : 197700      Batch loss: 3.0739      Epoch average loss: 1.9363
Total step : 197800      Batch loss: 1.5917      Epoch average loss: 1.9344
Total step : 197900      Batch loss: 0.8092      Epoch average loss: 1.9362
Total step : 198000      Batch loss: 1.6605      Epoch average loss: 1.9371
Total step : 198100      Batch loss: 1.7745      Epoch average loss: 1.9365
Total step : 198200      Batch loss: 1.9801      Epoch average loss: 1.9360
Total step : 198300      Batch loss: 1.6577      Epoch average loss: 1.9345
Total step : 198400      Batch loss: 1.9277      Epoch average loss: 1.9356
Total step : 198500      Batch loss: 2.6332      Epoch average loss: 1.9346
Total step : 198600      Batch loss: 1.6931      Epoch average loss: 1.9357
Total step : 198700      Batch loss: 1.6954      Epoch average loss: 1.9367
Total step : 198800      Batch loss: 1.9669      Epoch average loss: 1.9357
Total step : 198900      Batch loss: 2.0950      Epoch average loss: 1.9377
Total step : 199000      Batch loss: 1.6821      Epoch average loss: 1.9384
Total step : 199100      Batch loss: 3.1404      Epoch average loss: 1.9386
Total step : 199200      Batch loss: 1.8918      Epoch average loss: 1.9404
Total step : 199300      Batch loss: 2.2628      Epoch average loss: 1.9418
Total step : 199400      Batch loss: 2.1789      Epoch average loss: 1.9428
Total step : 199500      Batch loss: 2.0748      Epoch average loss: 1.9434
Total step : 199600      Batch loss: 1.8364      Epoch average loss: 1.9426
Total step : 199700      Batch loss: 1.5198      Epoch average loss: 1.9426
Total step : 199800      Batch loss: 1.6973      Epoch average loss: 1.9433
Total step : 199900      Batch loss: 2.8524      Epoch average loss: 1.9437
Total step : 200000      Batch loss: 1.9017      Epoch average loss: 1.9435
Total step : 200100      Batch loss: 1.7623      Epoch average loss: 1.9442
Total step : 200200      Batch loss: 2.7423      Epoch average loss: 1.9432
Total step : 200300      Batch loss: 1.5419      Epoch average loss: 1.9420
Total step : 200400      Batch loss: 1.6883      Epoch average loss: 1.9409
Total step : 200500      Batch loss: 1.6185      Epoch average loss: 1.9409
Total step : 200600      Batch loss: 2.1362      Epoch average loss: 1.9404
Total step : 200700      Batch loss: 3.4680      Epoch average loss: 1.9407
Total step : 200800      Batch loss: 1.5859      Epoch average loss: 1.9400
Total step : 200900      Batch loss: 2.1270      Epoch average loss: 1.9387
Total step : 201000      Batch loss: 2.2773      Epoch average loss: 1.9377
Total step : 201100      Batch loss: 2.4242      Epoch average loss: 1.9379
Total step : 201200      Batch loss: 1.6930      Epoch average loss: 1.9385
Total step : 201300      Batch loss: 2.5373      Epoch average loss: 1.9388
Total step : 201400      Batch loss: 2.0909      Epoch average loss: 1.9382
Total step : 201500      Batch loss: 1.7043      Epoch average loss: 1.9392
Total step : 201600      Batch loss: 1.7455      Epoch average loss: 1.9390
Total step : 201700      Batch loss: 1.6968      Epoch average loss: 1.9388
Total step : 201800      Batch loss: 1.6752      Epoch average loss: 1.9377
Total step : 201900      Batch loss: 1.6790      Epoch average loss: 1.9364
Total step : 202000      Batch loss: 1.5906      Epoch average loss: 1.9372
Total step : 202100      Batch loss: 1.4228      Epoch average loss: 1.9376
Total step : 202200      Batch loss: 1.7458      Epoch average loss: 1.9384
Total step : 202300      Batch loss: 1.7802      Epoch average loss: 1.9379
Total step : 202400      Batch loss: 2.4272      Epoch average loss: 1.9374
Total step : 202500      Batch loss: 1.5262      Epoch average loss: 1.9370
Total step : 202600      Batch loss: 3.4429      Epoch average loss: 1.9376
Total step : 202700      Batch loss: 2.7134      Epoch average loss: 1.9370
Total step : 202800      Batch loss: 2.9687      Epoch average loss: 1.9378
Total step : 202900      Batch loss: 1.8764      Epoch average loss: 1.9371
Total step : 203000      Batch loss: 1.8775      Epoch average loss: 1.9378
Total step : 203100      Batch loss: 1.4271      Epoch average loss: 1.9374
Total step : 203200      Batch loss: 1.7199      Epoch average loss: 1.9380
Total step : 203300      Batch loss: 1.7260      Epoch average loss: 1.9380
Total step : 203400      Batch loss: 1.8504      Epoch average loss: 1.9383
Total step : 203500      Batch loss: 1.9132      Epoch average loss: 1.9381
Total step : 203600      Batch loss: 2.5621      Epoch average loss: 1.9388
Total step : 203700      Batch loss: 1.5370      Epoch average loss: 1.9389
Total step : 203800      Batch loss: 1.8443      Epoch average loss: 1.9391
Total step : 203900      Batch loss: 1.8136      Epoch average loss: 1.9389
Total step : 204000      Batch loss: 2.1061      Epoch average loss: 1.9389
